Question,Answer
246 - 227 + 692 + 950 - 527 - 546 + 339 + 458,1385
420 + 163 - 594 + 237 - 866 - 997 + 925 - 229,-941
279 + 569 - 668 - 373 - 862 + 505 - 699 - 838,-2087
140 + 574 - 220 + 423 - 520 - 160 - 880 - 167,-810
649 + 297 - 521 - 611 + 389 + 950 - 696 - 559,-102
- 625 - 559 - 723 + 943 + 992 + 488 - 304 + 378,590
- 616 + 500 - 547 + 579 + 291 - 950 + 395 + 326,-22
635 + 696 + 111 - 202 - 431 + 537 + 355 - 152,1549
198 - 353 + 925 - 568 - 501 + 119 - 754 - 787,-1721
- 419 - 220 - 170 - 768 - 544 + 315 + 263 - 682,-2225
- 184 + 154 - 844 - 296 + 257 - 145 - 352 + 106,-1304
- 896 + 169 + 279 + 711 + 926 + 867 - 200 + 367,2223
491 - 189 - 916 + 541 + 497 - 405 + 804 + 227,1050
426 - 722 + 762 + 775 + 566 - 498 + 869 + 913,3091
319 - 336 - 323 - 843 - 658 + 888 + 394 + 654,95
716 - 463 - 900 + 510 - 538 + 215 - 275 + 239,-496
- 919 - 239 - 721 - 309 + 324 + 541 - 252 + 355,-1220
- 162 + 859 - 323 - 307 + 735 + 463 - 453 + 541,1353
153 - 445 + 446 + 956 + 569 - 121 + 266 + 185,2009
197 - 607 - 199 - 837 - 191 - 194 - 305 - 774,-2910
- 578 + 461 + 144 + 933 + 631 - 395 + 570 - 871,895
426 - 936 + 104 - 568 + 313 - 157 - 827 + 439,-1206
- 657 + 364 - 577 + 105 + 434 + 881 - 953 + 574,171
576 + 883 + 148 + 174 + 454 + 255 + 420 + 547,3457
694 + 896 + 213 + 138 - 146 + 428 - 448 + 912,2687
- 857 - 562 + 357 + 893 + 168 - 619 + 194 - 585,-1011
671 - 921 - 904 + 672 + 751 - 195 + 632 - 458,248
- 377 - 726 - 991 - 135 - 978 + 258 + 392 + 652,-1905
239 - 206 + 830 + 275 + 929 - 600 - 438 - 427,602
- 833 - 805 - 679 + 555 - 754 + 594 + 165 - 235,-1992
- 500 + 428 - 160 - 720 - 203 + 298 - 359 - 764,-1980
- 522 - 415 - 647 + 312 + 967 - 142 + 522 - 148,-73
- 529 + 108 + 943 - 923 - 349 - 722 - 127 + 180,-1419
- 830 + 753 - 305 + 503 - 763 + 700 - 108 - 852,-902
- 715 - 396 - 697 + 556 - 103 + 991 + 335 - 390,-419
453 - 349 - 791 + 451 + 523 + 564 + 281 - 381,751
958 + 478 + 714 + 404 - 306 - 541 - 633 + 495,1569
223 + 443 + 696 - 883 - 655 + 805 - 699 + 620,550
257 + 547 + 628 + 200 - 197 + 821 + 148 + 800,3204
- 458 + 814 - 200 - 597 - 885 - 947 - 129 + 585,-1817
- 903 + 395 - 506 - 476 + 291 + 771 - 454 + 795,-87
475 + 756 - 101 - 281 - 156 - 666 + 353 - 881,-501
623 + 632 + 658 + 877 - 671 - 247 + 997 - 353,2516
776 + 570 - 363 + 768 + 690 - 165 + 276 - 838,1714
- 682 - 616 + 704 - 731 + 337 - 534 - 397 - 425,-2344
496 + 566 + 335 - 275 + 451 + 121 + 357 - 948,1103
- 333 - 678 + 952 - 779 + 547 + 482 - 735 + 853,309
283 + 379 + 832 + 184 - 222 + 581 - 903 - 737,397
- 968 - 675 - 916 + 557 - 781 - 960 - 351 - 997,-5091
123 - 238 - 174 + 731 + 421 + 488 + 954 + 231,2536
- 627 + 624 + 137 - 190 - 819 - 154 - 581 - 571,-2181
747 - 274 - 703 + 248 - 244 + 836 - 389 + 159,380
243 - 780 - 653 + 292 - 564 - 864 + 630 + 673,-1023
463 - 423 + 548 + 558 - 296 + 342 + 563 - 481,1274
- 416 + 394 - 339 + 350 + 736 - 395 - 710 + 543,163
676 - 942 + 552 - 591 - 730 - 115 + 105 - 352,-1397
753 - 871 - 865 - 243 + 219 + 481 + 795 + 443,712
864 - 222 + 354 - 884 + 426 + 675 - 895 - 880,-562
- 115 - 877 + 134 - 179 + 765 + 511 + 951 - 329,861
821 + 427 + 312 - 205 - 388 - 317 - 485 - 820,-655
- 212 + 747 + 817 + 957 - 373 + 276 - 266 + 149,2095
257 - 300 - 384 + 967 + 843 - 941 - 751 - 334,-643
639 + 628 + 463 - 772 - 689 - 541 - 997 + 698,-571
- 247 - 704 - 582 - 568 - 972 - 316 - 425 + 500,-3314
436 + 486 - 353 + 638 - 104 - 502 + 387 - 356,632
594 - 205 - 169 + 427 - 175 - 174 + 587 - 126,759
- 901 - 686 - 898 + 448 + 229 + 543 - 546 - 542,-2353
763 - 490 - 737 - 117 - 808 + 457 + 121 - 861,-1672
- 538 + 295 - 498 + 201 + 952 + 308 + 744 - 108,1356
- 998 - 119 + 872 - 262 + 262 - 991 + 370 - 656,-1522
- 866 + 477 - 543 + 143 + 464 - 522 + 434 - 583,-996
547 - 404 - 453 + 695 - 705 + 924 - 880 - 450,-726
- 309 - 214 - 950 - 154 + 699 - 363 - 124 + 810,-605
133 + 329 + 657 + 788 - 645 + 514 - 353 - 924,499
- 915 - 875 + 452 - 109 + 439 - 474 + 514 + 959,-9
243 + 651 - 334 + 911 + 231 + 487 + 746 + 910,3845
747 + 455 + 166 + 844 + 691 - 622 - 188 + 926,3019
- 176 - 642 - 327 - 327 + 350 - 312 + 744 - 968,-1658
- 173 + 533 - 314 - 492 - 929 - 356 - 637 + 728,-1640
- 410 - 197 - 519 - 818 + 670 + 805 + 416 + 750,697
215 - 573 - 421 - 593 - 580 + 209 - 276 - 122,-2141
161 - 108 + 553 + 794 + 850 + 693 - 995 + 507,2455
960 + 734 - 756 + 788 + 478 + 521 + 537 - 535,2727
- 395 + 649 + 804 + 222 - 322 - 972 + 522 + 937,1445
- 390 - 609 + 572 - 961 + 770 + 860 + 134 - 677,-301
260 + 856 - 418 + 797 + 638 - 125 + 284 + 797,3089
507 + 120 - 618 + 777 - 115 - 823 + 994 + 994,1836
390 + 297 - 711 + 956 - 167 - 432 - 356 - 575,-598
581 - 160 + 627 - 854 - 485 - 824 - 952 - 917,-2984
383 + 460 + 497 + 352 + 182 + 121 + 111 - 639,1467
179 + 482 - 642 + 412 + 943 + 862 - 823 + 625,2038
