Question,Answer
50 - 45 + 25 - 19 - 49 + 77 + 92 + 41 - 21 - 81 + 36 + 50 + 12 - 59 + 42 - 32,119
- 49 + 60 - 17 - 74 + 14 - 36 - 26 - 91 + 91 - 76 - 93 + 95 + 21 + 75 - 42 - 49,-197
70 + 88 + 56 + 89 + 88 + 43 + 62 - 48 + 41 - 19 + 84 - 77 - 29 + 12 - 26 - 54,380
- 15 - 24 - 27 + 86 - 63 - 80 - 50 - 53 + 15 + 99 + 49 - 37 - 18 + 14 + 80 + 48,24
59 - 35 - 29 + 57 + 42 + 85 + 27 - 38 + 82 + 31 - 33 + 62 - 73 + 83 + 31 + 23,374
41 - 47 - 25 + 67 - 73 - 55 - 62 + 31 - 75 + 43 - 31 - 24 + 26 - 10 - 61 + 98,-157
86 + 55 + 77 + 76 - 54 + 74 - 57 + 24 + 85 + 35 - 76 - 97 + 25 + 56 - 88 - 43,178
- 97 + 94 - 15 + 81 + 15 - 26 - 79 - 15 + 70 + 39 - 63 - 31 - 72 - 14 - 10 + 37,-86
- 23 - 26 + 23 - 20 - 22 - 26 + 17 - 87 + 98 - 19 + 92 - 77 - 94 - 37 - 73 + 48,-226
27 - 89 + 82 + 90 - 65 - 74 - 38 + 28 - 63 + 97 + 64 + 97 - 37 + 41 - 16 + 43,187
19 + 40 + 43 + 46 - 63 - 38 + 51 + 79 - 60 - 69 + 66 - 22 + 36 + 71 - 25 + 33,207
45 - 87 + 43 + 50 - 77 + 93 + 35 + 99 + 38 + 97 - 75 - 20 - 16 + 91 - 33 - 65,218
- 88 - 45 + 17 - 40 + 66 - 24 - 36 + 13 + 30 + 98 + 42 + 18 - 86 + 51 + 21 - 33,4
77 - 27 + 82 - 15 + 58 - 39 + 91 - 87 + 21 + 20 + 84 - 33 - 91 - 87 - 43 - 46,-35
66 - 49 - 99 - 60 + 86 + 20 - 23 - 53 + 98 + 85 - 44 - 38 - 55 - 59 + 10 - 21,-136
- 70 + 80 + 32 + 35 - 14 - 12 + 90 + 64 + 22 + 24 + 68 - 47 - 15 - 95 - 25 + 50,187
55 + 93 - 83 - 42 + 77 - 26 - 21 + 46 + 76 - 93 + 10 - 28 - 70 - 95 + 38 - 51,-114
- 53 + 24 + 83 + 27 + 58 - 52 - 89 + 79 + 36 + 51 + 53 - 39 + 17 + 78 + 12 - 45,240
49 - 57 - 29 - 52 + 50 - 76 - 33 - 56 + 21 - 15 - 74 - 15 - 99 + 17 + 75 - 87,-381
- 62 + 80 + 82 - 28 - 18 - 18 - 13 + 27 + 35 + 86 + 82 + 26 + 77 - 93 + 65 - 85,243
60 - 94 - 24 + 46 - 24 + 26 - 27 + 90 + 10 - 35 + 25 + 82 + 54 - 92 + 64 - 97,64
- 40 + 40 + 25 + 12 - 27 + 19 + 68 - 26 - 96 + 81 - 13 + 46 - 60 + 14 + 54 - 28,69
- 24 - 50 - 72 + 69 + 11 + 57 - 96 - 89 + 52 + 11 + 82 - 75 + 83 + 97 + 67 + 14,137
- 52 + 77 + 54 + 82 + 35 + 53 + 92 + 74 - 63 + 24 - 79 + 33 - 76 - 75 + 19 + 72,270
78 + 70 - 97 + 75 - 13 - 97 - 77 + 64 - 97 + 77 + 11 - 13 + 46 - 24 + 82 + 41,126
79 + 70 + 63 - 18 - 64 - 60 + 68 + 31 - 10 - 13 - 60 - 59 + 54 - 69 + 11 + 46,69
- 61 + 27 + 42 - 61 + 12 + 15 + 63 - 76 - 89 - 65 - 96 - 50 + 57 + 57 + 39 - 64,-250
- 18 - 79 + 50 + 23 + 60 - 91 + 66 + 88 - 62 - 74 - 28 - 53 + 18 - 90 - 60 + 51,-199
98 - 67 - 71 + 74 - 12 - 83 - 66 - 32 + 63 + 49 - 78 + 60 + 50 + 99 + 10 - 20,74
- 26 - 16 + 88 - 93 - 16 + 99 - 36 - 52 + 82 + 86 + 18 - 78 + 78 + 81 - 54 + 61,222
25 - 54 - 36 - 90 - 17 - 26 - 12 - 66 - 58 - 41 + 75 + 73 + 40 + 25 - 29 - 42,-233
- 86 - 70 - 54 - 11 - 85 - 72 + 70 - 61 - 76 - 75 - 70 - 30 - 85 + 99 - 79 - 28,-713
- 90 - 23 + 66 - 33 + 58 + 96 - 28 - 10 + 27 + 14 + 87 - 33 + 58 + 77 - 88 + 67,245
95 + 65 + 38 - 93 + 37 - 28 + 99 - 88 + 62 + 18 - 89 + 69 + 49 - 26 + 92 - 86,214
- 96 - 73 - 69 - 87 - 29 + 71 - 53 + 77 - 28 + 29 - 97 - 46 - 34 + 18 - 18 - 58,-493
- 93 - 97 - 65 + 59 - 10 - 31 + 67 + 45 - 98 + 16 + 48 + 86 + 15 + 25 + 94 - 32,29
72 + 26 - 88 - 62 + 63 - 41 + 16 + 96 - 15 + 47 - 49 + 52 - 69 - 45 + 37 - 74,-34
- 41 + 15 + 38 + 89 + 98 - 41 + 86 - 93 - 28 + 99 - 96 - 18 - 27 - 72 + 83 - 19,73
- 63 + 48 + 19 - 52 - 72 + 17 - 15 + 49 - 86 + 91 + 42 - 44 + 83 + 61 - 69 + 98,107
- 21 + 28 - 48 + 95 + 90 + 54 + 35 + 26 - 84 - 87 + 21 - 99 + 68 + 22 + 13 - 26,87
- 31 - 55 + 29 - 70 - 36 - 19 - 68 + 88 - 81 + 50 - 85 - 15 - 33 + 79 + 96 - 24,-175
94 - 92 - 54 - 87 + 97 + 55 - 46 + 52 - 49 + 97 - 24 + 18 - 41 - 39 + 50 - 52,-21
- 86 - 20 + 93 + 68 - 42 + 10 + 27 - 51 + 37 - 86 - 79 - 91 + 51 - 39 - 27 - 22,-257
45 - 82 - 73 - 86 + 54 - 69 - 97 - 48 - 14 + 22 + 35 + 13 + 33 - 52 + 96 + 69,-154
11 - 67 - 64 + 13 - 75 + 25 - 11 + 38 - 54 + 27 - 74 - 59 + 62 + 88 - 45 + 39,-146
- 53 + 99 + 73 - 76 + 42 + 78 + 61 + 13 + 99 + 74 + 79 + 29 - 28 + 90 - 62 + 36,554
63 - 24 - 21 + 21 - 12 - 43 - 72 - 20 - 61 - 62 - 19 + 25 + 22 + 64 - 68 - 50,-257
- 23 - 57 - 57 - 87 + 41 + 18 + 66 - 17 - 68 - 54 + 11 - 80 - 36 - 82 + 18 + 91,-316
- 36 + 52 - 96 + 25 + 25 - 29 - 20 + 16 + 89 + 83 - 52 - 96 + 21 + 92 - 91 - 26,-43
- 12 + 77 - 49 + 85 - 59 + 64 + 41 + 49 + 78 - 12 + 41 + 37 - 42 - 26 + 81 - 37,316
- 75 + 56 + 36 - 41 - 99 + 23 - 31 + 75 - 56 + 47 - 53 - 65 - 70 - 64 - 46 + 54,-309
71 + 67 + 99 + 14 + 20 - 53 + 23 - 26 - 61 + 49 + 91 + 88 - 16 + 23 - 19 + 32,402
84 + 69 - 32 + 55 + 16 - 24 - 27 + 42 - 17 + 73 + 42 + 95 - 44 + 51 - 15 + 25,393
81 + 68 + 66 + 56 + 47 + 91 - 60 + 85 - 19 - 76 - 86 - 97 - 47 - 19 + 99 + 19,208
- 56 - 74 + 57 + 40 + 53 + 49 + 33 + 63 + 36 - 72 - 18 - 71 - 42 - 46 - 72 + 54,-66
68 + 31 + 16 - 25 + 74 + 49 + 65 + 71 + 77 - 70 + 15 + 43 - 33 + 96 - 45 + 74,506
57 - 94 + 42 + 80 + 74 + 45 + 80 - 63 + 14 + 57 - 69 - 71 - 43 + 30 + 48 - 14,173
- 20 - 36 + 89 + 22 + 85 + 87 + 50 - 78 + 93 + 16 - 56 - 51 - 55 - 85 - 67 - 86,-92
- 96 + 45 + 72 + 75 + 37 - 72 + 33 - 68 + 37 - 98 - 85 - 20 - 45 - 97 + 24 - 30,-288
26 + 62 - 23 + 29 - 63 + 11 + 75 + 92 - 79 + 56 + 83 - 37 + 83 - 59 - 46 - 95,115
- 55 - 75 - 73 + 71 - 61 - 35 + 50 + 42 - 68 - 17 - 30 - 20 + 80 - 59 - 97 - 64,-411
- 52 + 38 - 78 + 72 + 22 + 96 + 65 + 42 + 30 - 48 + 52 + 53 - 54 + 49 - 23 - 34,230
75 + 56 + 80 + 80 + 83 - 52 + 69 + 55 + 13 - 76 - 61 + 58 + 88 - 52 + 71 + 28,515
57 - 74 + 66 - 10 - 60 + 91 + 62 - 90 - 45 + 97 - 27 - 23 + 61 + 52 - 40 + 81,198
23 - 81 - 95 + 60 - 32 + 53 + 14 - 30 + 19 + 68 + 44 + 95 - 22 + 11 + 33 - 68,92
83 - 65 - 51 - 49 - 96 + 30 - 25 + 72 - 52 + 81 + 10 - 19 - 14 + 43 + 88 + 10,46
- 45 - 64 + 77 + 14 - 97 - 88 - 15 - 39 + 95 + 85 + 90 + 13 - 48 + 64 - 86 + 29,-15
31 + 45 - 57 + 95 - 47 - 40 - 59 + 21 - 81 - 15 - 18 - 14 - 38 - 81 - 62 - 14,-334
- 84 - 88 + 77 - 67 + 19 - 24 - 73 - 63 - 77 + 94 + 68 - 47 + 68 + 69 + 16 - 64,-176
78 - 48 + 68 - 68 - 42 + 47 - 31 + 33 + 99 + 75 - 83 - 35 - 49 - 24 - 31 + 61,50
75 + 45 + 54 + 83 - 79 - 58 + 33 - 76 - 54 - 36 - 79 + 54 + 11 + 39 + 58 + 63,133
28 + 32 - 70 + 30 + 84 - 22 - 63 + 48 + 47 - 37 + 96 - 98 - 65 + 64 + 57 - 78,53
87 + 57 - 29 - 97 - 12 + 57 - 26 - 47 + 41 + 42 + 42 - 11 - 51 + 31 + 62 - 40,106
- 93 + 80 - 90 - 81 + 29 + 29 - 25 - 71 - 74 + 96 + 97 + 31 + 48 - 24 - 53 - 55,-156
90 + 69 - 24 - 39 + 87 - 31 + 92 - 56 - 98 + 51 + 15 + 73 - 46 + 67 + 42 + 84,376
- 68 - 29 + 74 + 32 - 34 - 81 + 41 + 42 + 76 + 92 + 60 + 73 + 35 - 57 + 15 + 53,324
67 - 45 + 24 - 34 - 91 - 73 + 46 - 53 + 52 - 62 - 75 - 65 + 78 - 51 - 53 + 21,-314
- 63 + 81 - 53 + 53 - 86 + 39 + 92 - 48 - 84 + 42 - 52 - 87 - 58 - 80 + 11 - 35,-328
54 + 50 - 79 + 76 - 44 + 73 - 12 - 39 - 82 + 61 - 33 + 21 - 15 - 38 + 28 - 15,6
58 - 30 + 21 - 63 - 84 + 89 + 57 - 37 + 74 - 97 - 60 + 49 - 25 + 59 + 95 - 59,47
- 77 + 84 - 95 + 68 - 22 - 34 - 63 - 42 - 52 - 47 - 72 - 68 - 29 + 28 - 75 + 98,-398
- 24 - 55 + 79 - 35 - 68 - 97 + 66 - 19 + 64 + 10 - 43 + 62 - 47 - 35 + 48 - 10,-104
- 16 + 71 - 83 - 56 - 59 + 48 - 26 - 94 + 27 - 17 + 85 + 51 - 80 - 36 + 90 - 36,-131
45 - 84 + 48 + 22 - 41 + 97 + 65 - 52 - 76 + 56 + 86 + 70 - 27 - 80 + 13 - 13,129
- 28 - 71 + 53 + 61 - 85 - 81 + 11 + 95 + 44 - 30 + 50 - 18 + 99 + 37 - 14 - 31,92
62 + 26 - 76 + 54 - 15 - 56 + 86 + 20 - 65 + 41 + 43 + 46 - 29 + 12 + 54 - 83,120
54 + 17 + 55 - 46 + 95 - 70 - 32 + 79 - 13 - 60 + 30 + 45 + 47 - 11 - 64 + 69,195
- 15 + 77 + 47 + 20 - 13 + 14 - 30 - 77 + 88 - 64 - 51 + 29 - 49 - 34 + 91 - 46,-13
73 - 20 - 19 + 43 + 39 + 93 + 59 + 59 - 24 - 82 + 68 + 59 + 21 + 23 + 30 - 91,331
- 69 + 20 - 74 + 90 - 93 - 68 + 54 + 69 - 36 + 57 - 89 + 26 + 17 - 48 + 58 + 72,-14
37 + 35 + 79 + 31 + 49 - 68 + 17 - 93 + 29 + 54 - 92 - 92 + 77 - 77 + 77 + 38,101
- 41 + 27 - 47 + 98 - 28 + 67 - 34 - 61 + 67 + 60 - 21 + 18 + 99 + 24 - 93 - 58,77
- 14 - 55 - 60 - 22 - 16 + 66 - 90 - 47 + 94 + 85 - 90 + 37 - 54 + 17 - 96 - 41,-286
- 67 - 67 + 88 + 47 - 61 + 73 + 74 - 35 + 39 - 94 - 60 + 42 + 32 - 32 - 65 + 80,-6
- 39 + 37 + 39 - 45 - 32 - 39 - 71 + 77 - 21 + 20 + 55 - 87 - 26 - 72 - 95 + 87,-212
- 97 + 63 + 27 - 70 - 57 + 97 - 50 + 13 + 78 + 87 + 77 - 11 - 69 + 12 - 59 + 94,135
39 + 91 - 36 + 29 + 66 - 16 + 59 + 29 - 74 - 75 - 58 + 96 + 84 + 77 - 64 - 48,199
77 + 57 - 39 - 27 - 38 + 60 + 72 - 73 + 52 + 18 + 73 + 13 + 15 - 49 - 17 + 93,287
- 98 + 33 + 22 + 94 - 71 + 76 + 35 + 35 - 85 + 80 - 68 - 32 + 14 + 99 - 20 - 23,91
- 67 + 27 - 41 + 51 + 82 - 42 + 83 - 40 - 17 + 16 - 57 + 78 - 95 - 98 - 26 + 93,-53
58 + 59 - 24 + 74 - 70 - 56 - 98 - 70 + 21 - 72 + 92 - 46 - 90 - 69 - 87 + 94,-284
- 21 - 77 + 35 + 89 - 78 + 82 + 91 - 95 + 51 + 30 + 50 - 90 - 13 - 23 - 38 - 40,-47
- 72 - 88 + 25 + 18 - 25 + 26 + 19 + 57 - 19 - 29 + 80 + 29 - 46 - 38 - 13 - 27,-103
90 + 85 + 42 + 10 + 27 + 89 + 73 + 60 - 35 + 86 + 84 - 26 - 12 + 46 - 31 + 25,613
77 + 17 - 54 + 19 - 65 + 57 + 64 - 47 + 62 - 92 - 45 - 37 - 71 - 53 + 52 - 81,-197
- 46 + 35 - 84 + 24 - 46 + 16 - 38 + 18 + 24 - 26 + 25 + 39 + 28 - 18 - 64 - 46,-159
48 + 10 - 70 + 12 + 46 - 27 - 75 - 82 + 23 + 32 + 15 + 23 - 73 - 37 - 62 + 52,-165
- 73 - 53 - 94 - 21 + 99 + 10 + 59 + 21 - 45 + 74 + 38 + 54 + 41 - 77 + 17 + 68,118
27 - 75 + 12 - 66 - 90 + 56 - 46 + 29 + 23 - 45 + 72 + 44 - 15 + 75 - 95 + 28,-66
- 79 + 66 + 24 + 46 + 48 - 60 - 74 - 99 - 66 - 70 + 86 - 85 + 47 - 65 + 43 + 93,-145
74 + 62 - 99 + 21 + 36 - 67 + 66 + 16 - 43 + 94 - 18 - 56 + 92 - 22 + 45 - 80,121
89 + 14 + 25 - 75 - 89 - 86 - 15 + 32 + 56 - 95 - 36 - 33 - 98 - 64 + 52 - 71,-394
- 77 - 67 + 87 + 96 + 12 - 65 - 76 - 34 + 45 + 10 - 16 - 71 - 38 + 54 + 77 - 54,-117
- 46 + 40 + 89 + 86 - 18 - 61 + 95 - 83 + 35 - 18 + 76 + 93 + 63 - 56 + 78 - 40,333
62 - 74 - 86 - 15 - 33 + 24 - 38 - 14 + 23 + 11 - 22 + 71 + 71 + 60 - 89 - 17,-66
42 - 99 - 45 + 58 - 35 + 20 + 42 + 17 - 13 + 59 - 48 - 26 - 53 - 23 + 67 + 95,58
77 - 79 - 14 + 30 - 19 - 67 + 56 - 45 + 99 - 10 + 83 - 52 + 93 - 14 - 46 + 41,133
64 + 98 - 85 + 28 + 33 + 88 + 99 + 35 + 98 + 58 + 13 + 94 - 46 - 49 + 59 + 54,641
- 39 + 18 + 26 - 44 + 32 - 21 - 68 - 66 + 63 + 59 - 46 + 90 + 83 - 91 + 75 - 52,19
82 - 53 - 10 - 34 + 35 + 78 + 79 + 22 - 89 + 82 + 10 - 31 + 66 + 28 + 40 + 55,360
81 - 25 - 84 - 31 + 36 + 79 - 92 - 73 - 45 + 80 - 90 + 93 + 71 - 18 + 36 + 35,53
37 + 89 - 45 + 20 - 93 - 36 + 89 + 19 + 42 + 73 - 90 - 32 - 33 - 53 + 23 - 53,-43
97 - 97 - 31 + 49 + 32 - 66 - 83 + 74 - 47 - 16 - 58 - 21 + 85 + 72 - 31 + 85,44
- 26 + 47 - 92 + 46 + 70 - 97 - 95 + 31 + 22 - 80 - 21 + 45 + 24 + 55 - 14 + 75,-10
- 58 + 58 + 69 + 68 - 95 - 96 - 42 + 76 - 80 + 22 + 92 - 86 - 23 + 20 + 32 - 28,-71
30 + 50 + 83 + 18 - 10 - 93 - 91 + 70 - 88 - 47 + 36 + 57 - 72 - 13 - 64 + 51,-83
46 - 55 - 62 - 84 - 55 - 73 + 20 - 43 + 14 - 97 + 51 + 68 + 97 - 53 - 83 - 82,-391
22 + 62 + 61 - 91 - 40 - 26 - 22 + 14 - 46 + 11 + 92 - 51 - 13 + 61 + 64 + 46,144
- 69 - 16 - 36 + 34 - 73 + 33 - 78 + 22 - 74 - 99 + 10 - 92 - 66 - 45 - 37 + 73,-513
81 - 88 + 32 + 19 - 43 + 16 - 68 - 67 - 67 - 69 + 85 - 69 + 26 - 74 - 86 + 20,-352
39 + 36 + 76 + 48 + 67 + 64 - 19 + 32 - 34 - 36 - 74 - 86 - 42 - 87 + 89 + 65,138
19 - 62 + 24 - 69 - 21 - 78 - 58 + 56 + 19 - 63 - 59 + 13 - 59 + 49 - 78 - 45,-412
30 - 64 + 36 + 79 + 32 + 32 + 74 - 12 + 83 + 74 - 50 - 99 + 46 - 29 + 34 + 50,316
92 - 86 - 82 - 80 - 41 + 86 + 64 + 26 + 67 + 38 + 56 - 95 - 18 - 74 - 16 - 28,-91
93 + 54 + 26 + 19 + 39 + 77 + 36 + 46 - 29 - 61 - 24 - 47 - 81 + 91 - 84 - 81,74
79 + 62 - 90 - 56 + 95 - 73 + 59 + 40 - 97 - 12 + 94 - 60 + 94 + 96 - 33 + 86,284
63 + 99 + 56 - 66 - 77 - 68 + 38 + 56 - 35 + 25 - 95 - 52 + 88 + 36 - 34 + 27,61
- 65 + 24 + 63 - 23 - 98 + 94 + 58 - 42 + 31 + 21 - 30 + 77 + 64 + 66 - 72 + 71,239
- 94 + 16 + 39 + 30 + 74 + 44 - 70 + 69 + 58 + 32 - 91 - 38 + 53 - 98 + 53 - 87,-10
- 78 - 56 - 85 - 85 + 66 + 80 + 50 - 45 + 55 - 37 - 95 - 50 - 41 + 68 - 88 - 58,-399
10 - 81 - 87 - 98 + 63 + 79 - 84 + 80 - 90 - 28 - 78 - 65 + 15 + 32 + 29 + 20,-283
- 15 - 24 + 66 - 39 + 88 + 65 + 84 - 44 - 80 - 39 - 63 + 23 - 35 - 69 - 40 - 37,-159
- 85 + 86 + 78 + 22 - 12 + 44 + 63 + 58 + 18 - 84 - 63 + 69 - 25 + 84 + 10 - 76,187
36 - 32 + 69 + 61 - 60 + 31 + 37 - 18 - 45 + 48 + 65 - 48 - 57 + 15 - 48 + 31,85
- 78 - 92 + 61 - 31 - 55 + 16 - 14 - 54 - 19 + 39 + 35 + 11 - 72 + 18 - 58 + 45,-248
81 + 43 + 71 - 49 + 88 + 82 + 90 - 53 - 52 + 74 - 77 - 85 - 44 - 63 - 15 - 26,65
94 + 79 + 89 + 80 - 60 + 77 - 54 + 31 - 82 - 77 + 80 - 38 + 83 - 40 - 48 + 78,292
- 95 + 27 - 68 + 43 - 12 - 94 - 41 + 98 - 94 + 20 + 47 + 25 - 51 - 52 - 83 + 37,-293
- 83 + 73 + 71 + 19 - 23 + 44 - 96 - 43 + 35 + 60 + 89 - 23 + 69 + 64 - 75 - 52,129
19 + 77 - 83 + 79 + 18 - 83 - 46 - 22 + 21 - 33 - 19 - 78 - 68 + 84 - 68 + 86,-116
77 + 50 + 16 + 38 - 80 - 13 - 48 - 98 + 65 - 11 + 10 - 14 + 17 - 31 - 15 - 19,-56
- 37 + 31 + 75 + 83 + 81 + 66 + 38 - 38 - 74 + 51 + 43 + 23 - 96 - 81 - 12 - 33,120
26 - 56 - 71 + 26 - 97 - 79 - 76 - 16 - 10 + 98 - 37 + 51 + 86 - 11 - 45 - 51,-262
- 53 + 57 + 75 + 59 - 65 + 71 - 50 + 80 - 42 - 55 - 36 + 99 - 32 + 22 + 12 - 92,50
- 53 + 73 + 12 - 21 - 43 + 57 + 50 - 82 - 53 - 34 - 78 + 39 + 24 + 73 + 20 - 38,-54
62 + 36 + 12 - 33 + 55 - 93 + 28 - 39 - 43 - 67 + 90 - 56 - 89 + 52 - 16 - 63,-164
86 - 11 + 27 - 12 - 93 - 92 + 93 - 73 - 59 + 72 - 90 + 59 - 78 + 31 + 35 - 64,-169
91 + 14 + 22 - 51 + 76 - 24 + 65 - 59 + 83 - 26 + 43 + 45 - 14 - 20 - 25 + 88,308
- 18 - 93 - 28 + 64 - 36 + 78 + 14 - 12 - 72 - 69 - 46 + 99 + 36 - 68 - 35 - 15,-201
- 62 + 22 + 20 + 30 + 13 - 34 + 88 + 97 + 77 + 19 - 47 - 94 - 38 + 61 + 72 - 47,177
49 + 78 + 99 - 24 - 76 - 68 + 80 - 65 - 34 + 75 + 50 + 77 - 26 - 71 - 89 + 49,104
26 - 81 + 28 - 59 + 64 + 85 - 92 - 42 + 33 + 54 - 83 + 29 + 19 - 91 + 22 + 89,1
- 98 + 29 + 86 + 39 - 54 - 68 + 91 - 15 + 35 + 87 + 27 + 90 + 70 + 44 - 50 + 24,337
- 35 + 29 + 58 - 27 - 84 + 79 - 83 + 89 + 52 - 14 + 69 - 82 + 98 + 13 + 21 + 25,208
50 + 30 - 55 + 67 - 33 - 80 + 81 - 80 - 28 + 69 - 42 + 72 - 84 - 72 - 58 + 49,-114
64 + 34 + 12 - 39 - 88 - 24 + 49 + 36 - 97 + 78 - 70 - 46 - 75 + 91 - 50 - 36,-161
- 70 + 47 + 50 + 80 - 78 - 11 - 72 + 20 - 38 + 27 - 84 + 12 + 41 + 12 + 69 - 46,-41
- 19 - 81 - 35 - 25 - 59 + 67 + 60 - 67 - 13 + 37 - 92 + 77 - 16 + 89 + 29 - 66,-114
- 79 + 12 - 22 + 95 + 49 - 49 + 60 + 53 - 77 - 40 - 23 - 26 + 69 + 15 - 63 - 18,-44
81 + 59 - 84 - 73 + 46 + 13 + 58 - 36 - 96 - 77 + 34 - 46 - 14 - 14 + 19 - 99,-229
- 19 + 16 - 61 + 66 - 75 - 59 + 87 - 33 - 26 - 61 + 13 + 81 - 44 + 84 - 70 - 96,-197
- 88 + 34 - 27 + 62 + 35 - 22 + 95 + 28 + 40 + 99 + 37 + 28 + 13 - 65 - 52 - 59,158
51 - 67 + 59 + 60 - 53 - 15 - 72 - 61 + 29 - 24 + 32 - 73 + 15 - 16 - 90 + 14,-211
- 80 + 42 + 90 - 64 - 13 - 39 - 14 + 54 - 46 + 48 + 98 + 63 + 19 - 70 + 54 - 85,57
- 60 + 80 - 45 + 36 - 43 + 40 - 23 + 38 - 19 + 27 + 29 - 86 - 59 + 17 + 59 - 10,-19
- 32 - 49 + 27 + 93 + 47 - 89 + 60 + 13 - 81 + 66 + 42 + 74 - 91 + 86 - 46 - 65,55
32 - 18 + 40 + 79 + 66 - 29 + 88 - 40 - 68 - 88 + 69 - 19 + 48 + 66 + 88 + 75,389
- 19 + 92 - 44 - 82 + 19 - 35 + 38 - 54 + 77 - 10 + 64 + 50 + 46 + 25 + 23 - 20,170
- 44 + 60 - 84 - 79 - 29 - 67 - 45 - 87 - 18 - 44 - 39 + 17 - 51 + 92 + 35 + 85,-298
20 + 69 - 91 + 76 + 57 + 58 - 72 - 75 - 44 - 51 + 28 - 93 - 32 + 94 + 58 - 26,-24
58 + 47 + 22 + 21 - 29 + 97 - 36 - 51 - 45 + 77 + 29 + 94 - 13 + 60 - 60 + 43,314
- 12 + 95 + 66 + 62 - 70 + 24 - 80 + 72 + 50 - 59 - 57 - 63 + 85 + 74 + 57 + 25,269
27 - 93 + 84 + 48 - 81 - 35 + 28 - 23 + 37 - 83 - 93 + 98 + 98 - 29 - 99 - 39,-155
- 43 + 39 - 57 + 60 + 84 + 37 + 98 - 89 + 87 - 89 - 61 + 91 - 81 + 64 + 71 + 17,228
- 56 + 91 + 74 - 58 - 65 - 21 + 70 - 49 - 97 + 98 + 13 + 61 + 35 - 70 + 99 + 32,157
- 69 + 45 + 57 + 34 - 50 + 15 + 20 - 57 - 43 + 74 + 42 + 87 + 27 - 85 - 84 - 62,-49
- 20 - 71 - 29 - 29 + 97 - 74 - 56 + 28 - 69 + 47 + 26 - 52 - 66 + 27 + 47 - 39,-233
- 31 - 49 + 34 + 57 - 97 - 18 + 96 + 14 - 70 - 65 - 45 - 80 + 11 - 36 - 39 - 84,-402
- 98 + 78 - 25 + 26 - 66 - 59 + 27 + 81 - 64 - 45 - 27 + 16 - 92 - 68 - 87 + 11,-392
35 - 99 + 86 - 90 - 43 - 66 + 53 + 71 - 76 + 85 - 31 + 86 + 37 + 68 + 87 - 92,111
24 + 27 - 39 - 90 - 43 - 58 + 94 - 64 + 22 - 66 - 43 - 49 - 94 - 66 - 39 + 42,-442
75 - 59 + 34 + 71 + 32 - 16 - 52 - 90 + 53 - 74 - 54 - 87 + 51 + 70 + 10 - 93,-129
- 41 + 64 + 62 - 85 - 45 - 64 + 84 - 94 + 29 - 97 + 99 + 92 - 47 + 41 - 76 - 41,-119
- 25 - 66 + 53 - 41 - 97 + 54 - 83 - 51 + 40 - 18 - 95 + 16 + 82 + 90 + 80 - 24,-85
11 + 55 + 83 - 57 - 52 + 38 - 65 + 63 - 69 + 34 - 42 - 59 - 36 + 38 - 28 - 89,-175
- 73 - 83 - 85 - 27 + 35 - 29 - 29 - 98 - 35 - 13 + 11 + 57 + 52 - 92 + 62 + 33,-314
71 + 98 + 27 - 82 + 27 + 51 + 94 + 55 + 21 + 10 - 43 - 69 + 71 + 63 - 18 + 34,410
- 50 - 58 + 82 - 64 - 18 - 66 - 90 + 63 + 41 + 94 - 50 - 40 - 51 + 19 + 36 + 53,-99
99 - 73 + 56 - 94 - 81 + 27 - 22 - 32 - 78 + 80 - 38 + 93 - 17 + 81 + 92 - 39,54
72 + 27 - 89 - 66 + 53 - 35 - 47 - 87 - 12 - 18 - 72 + 97 - 99 + 58 - 33 - 84,-335
76 - 41 + 38 - 49 + 36 - 13 - 87 - 43 - 23 - 97 - 95 - 39 + 18 - 89 - 35 + 70,-373
- 49 - 63 - 84 - 97 - 50 + 51 - 29 - 41 - 42 + 62 + 71 + 76 + 60 - 58 - 78 + 45,-226
76 + 15 + 68 + 58 - 83 + 93 + 42 - 92 + 65 + 20 + 70 + 69 - 73 - 67 + 11 - 48,224
30 + 21 - 87 - 22 + 79 - 39 - 20 - 77 + 39 - 59 + 56 - 55 - 95 - 10 + 29 + 91,-119
13 - 51 - 29 + 81 + 15 - 50 - 66 - 29 - 99 + 11 - 22 - 44 + 21 + 58 + 83 - 68,-176
- 85 + 58 + 79 - 29 + 12 - 10 + 91 + 50 + 40 + 50 - 42 + 97 + 24 - 10 - 31 - 90,204
22 + 22 - 61 + 23 - 80 - 64 + 42 - 16 + 27 - 36 - 12 - 25 - 44 + 89 + 27 + 97,11
52 + 77 + 98 - 29 + 82 - 95 - 94 - 67 + 77 - 18 + 59 + 14 + 89 + 87 - 14 - 80,238
- 18 + 95 + 71 + 96 + 94 - 37 + 19 - 35 + 47 - 72 + 13 - 39 + 28 - 17 - 97 - 26,122
30 - 13 - 41 + 48 + 63 - 29 - 15 + 13 - 27 - 88 - 39 + 51 + 21 + 18 + 49 - 11,30
68 + 72 + 86 - 44 - 24 - 39 + 68 + 11 + 99 - 30 + 36 + 60 - 47 + 53 - 80 - 12,277
57 - 47 - 12 - 58 + 49 - 23 - 13 - 81 - 92 + 29 + 13 + 57 + 23 + 88 + 99 + 48,137
- 81 - 33 - 30 + 98 - 95 + 34 + 45 + 45 - 23 - 22 - 80 + 42 + 46 - 89 + 33 - 66,-176
