Question,Answer
- 19 - 85 - 83 - 27 - 27 - 87 - 14 - 15,-357
82 + 27 - 11 - 26 + 81 + 73 - 96 + 12,142
- 65 + 14 - 25 - 11 + 28 - 24 - 91 - 54,-228
21 - 21 - 57 + 32 + 64 - 84 - 59 - 73,-177
- 45 - 52 + 22 + 21 + 58 - 76 + 14 - 48,-106
94 - 29 + 96 - 81 - 34 + 47 + 97 - 20,170
63 + 86 - 23 - 78 - 35 + 66 + 41 + 36,156
- 12 + 60 - 18 - 31 + 32 - 72 + 71 + 91,121
12 + 23 + 82 - 92 + 29 + 42 + 66 + 29,191
- 35 + 12 - 22 + 11 - 40 - 35 - 50 + 77,-82
- 19 - 32 + 19 - 28 + 72 + 45 - 31 + 91,117
50 - 45 + 25 - 19 - 49 + 77 + 92 + 41,172
21 - 81 + 36 + 50 + 12 - 59 + 42 - 32,-11
- 49 + 60 - 17 - 74 + 14 - 36 - 26 - 91,-219
- 91 - 76 - 93 + 95 + 21 + 75 - 42 - 49,-160
70 + 88 + 56 + 89 + 88 + 43 + 62 - 48,448
- 41 - 19 + 84 - 77 - 29 + 12 - 26 - 54,-150
- 15 - 24 - 27 + 86 - 63 - 80 - 50 - 53,-226
- 15 + 99 + 49 - 37 - 18 + 14 + 80 + 48,220
59 - 35 - 29 + 57 + 42 + 85 + 27 - 38,168
- 82 + 31 - 33 + 62 - 73 + 83 + 31 + 23,42
41 - 47 - 25 + 67 - 73 - 55 - 62 + 31,-123
75 + 43 - 31 - 24 + 26 - 10 - 61 + 98,116
86 + 55 + 77 + 76 - 54 + 74 - 57 + 24,281
- 85 + 35 - 76 - 97 + 25 + 56 - 88 - 43,-273
- 97 + 94 - 15 + 81 + 15 - 26 - 79 - 15,-42
- 70 + 39 - 63 - 31 - 72 - 14 - 10 + 37,-184
- 23 - 26 + 23 - 20 - 22 - 26 + 17 - 87,-164
- 98 - 19 + 92 - 77 - 94 - 37 - 73 + 48,-258
27 - 89 + 82 + 90 - 65 - 74 - 38 + 28,-39
63 + 97 + 64 + 97 - 37 + 41 - 16 + 43,352
19 + 40 + 43 + 46 - 63 - 38 + 51 + 79,177
60 - 69 + 66 - 22 + 36 + 71 - 25 + 33,150
45 - 87 + 43 + 50 - 77 + 93 + 35 + 99,201
- 38 + 97 - 75 - 20 - 16 + 91 - 33 - 65,-59
- 88 - 45 + 17 - 40 + 66 - 24 - 36 + 13,-137
- 30 + 98 + 42 + 18 - 86 + 51 + 21 - 33,81
77 - 27 + 82 - 15 + 58 - 39 + 91 - 87,140
- 21 + 20 + 84 - 33 - 91 - 87 - 43 - 46,-217
66 - 49 - 99 - 60 + 86 + 20 - 23 - 53,-112
- 98 + 85 - 44 - 38 - 55 - 59 + 10 - 21,-220
- 70 + 80 + 32 + 35 - 14 - 12 + 90 + 64,205
- 22 + 24 + 68 - 47 - 15 - 95 - 25 + 50,-62
55 + 93 - 83 - 42 + 77 - 26 - 21 + 46,99
- 76 - 93 + 10 - 28 - 70 - 95 + 38 - 51,-365
- 53 + 24 + 83 + 27 + 58 - 52 - 89 + 79,77
- 36 + 51 + 53 - 39 + 17 + 78 + 12 - 45,91
49 - 57 - 29 - 52 + 50 - 76 - 33 - 56,-204
- 21 - 15 - 74 - 15 - 99 + 17 + 75 - 87,-219
- 62 + 80 + 82 - 28 - 18 - 18 - 13 + 27,50
- 35 + 86 + 82 + 26 + 77 - 93 + 65 - 85,123
60 - 94 - 24 + 46 - 24 + 26 - 27 + 90,53
- 10 - 35 + 25 + 82 + 54 - 92 + 64 - 97,-9
- 40 + 40 + 25 + 12 - 27 + 19 + 68 - 26,71
96 + 81 - 13 + 46 - 60 + 14 + 54 - 28,190
- 24 - 50 - 72 + 69 + 11 + 57 - 96 - 89,-194
- 52 + 11 + 82 - 75 + 83 + 97 + 67 + 14,227
- 52 + 77 + 54 + 82 + 35 + 53 + 92 + 74,415
63 + 24 - 79 + 33 - 76 - 75 + 19 + 72,-19
78 + 70 - 97 + 75 - 13 - 97 - 77 + 64,3
97 + 77 + 11 - 13 + 46 - 24 + 82 + 41,317
79 + 70 + 63 - 18 - 64 - 60 + 68 + 31,169
10 - 13 - 60 - 59 + 54 - 69 + 11 + 46,-80
- 61 + 27 + 42 - 61 + 12 + 15 + 63 - 76,-39
89 - 65 - 96 - 50 + 57 + 57 + 39 - 64,-33
- 18 - 79 + 50 + 23 + 60 - 91 + 66 + 88,99
62 - 74 - 28 - 53 + 18 - 90 - 60 + 51,-174
98 - 67 - 71 + 74 - 12 - 83 - 66 - 32,-159
- 63 + 49 - 78 + 60 + 50 + 99 + 10 - 20,107
- 26 - 16 + 88 - 93 - 16 + 99 - 36 - 52,-52
- 82 + 86 + 18 - 78 + 78 + 81 - 54 + 61,110
25 - 54 - 36 - 90 - 17 - 26 - 12 - 66,-276
58 - 41 + 75 + 73 + 40 + 25 - 29 - 42,159
- 86 - 70 - 54 - 11 - 85 - 72 + 70 - 61,-369
76 - 75 - 70 - 30 - 85 + 99 - 79 - 28,-192
- 90 - 23 + 66 - 33 + 58 + 96 - 28 - 10,36
- 27 + 14 + 87 - 33 + 58 + 77 - 88 + 67,155
95 + 65 + 38 - 93 + 37 - 28 + 99 - 88,125
- 62 + 18 - 89 + 69 + 49 - 26 + 92 - 86,-35
- 96 - 73 - 69 - 87 - 29 + 71 - 53 + 77,-259
28 + 29 - 97 - 46 - 34 + 18 - 18 - 58,-178
- 93 - 97 - 65 + 59 - 10 - 31 + 67 + 45,-125
98 + 16 + 48 + 86 + 15 + 25 + 94 - 32,350
